patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
6ee35607-92ea-4324-ac93-e5962b015723,Nhật Văn Bùi,824166089736,24/07/1993,0839354394,janepham@example.org,"099 Jane Dãy
JaneThành phố, 191982",Tiểu đường,6.18,Thành Lê,23/03/2026
cc152a1b-e278-4642-a484-e035330faaa3,Cô Hồng Đặng,348899973155,11/10/2000,0762888514,kdang@example.net,"059 John Khu
Thị xã JaneXã, 344068",Tim mạch,10.81,Cô Lâm Phạm,21/02/2026
ead18464-ca8e-458c-90f8-1063889fe107,Vi Phạm,426161987912,10/05/1988,0360590638,john23@example.net,"0 Hoàng Hẻm
Thị xã JaneQuận, 614259",Khỏe mạnh,3.68,Hương Nguyễn,15/02/2026
86c5547c-051a-4039-b803-dcee9a069295,Ông Dũng Hoàng,688580291803,29/11/1962,0982676019,janele@example.com,"2 Jane Ngõ
JaneXã, 205939",Tim mạch,6.12,Khoa Tấn Lê,31/01/2026
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Bác Phúc Mai,074618241534,21/01/1984,0932633346,johnbui@example.com,"209 Hoàng Đường
Huyện JohnPhường, 693022",Khỏe mạnh,9.69,Nhật Lê,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Phúc Quang Đặng,453966553554,12/04/1996,0933701837,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Huyết áp cao,8.29,Thành Hữu Trần,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Chị Chi Trần,281061104870,15/01/1940,0358303305,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Tim mạch,10.29,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,454429190143,28/10/1967,0955510071,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Tiểu đường,3.98,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,028333484054,24/11/1947,0745819936,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Tiểu đường,9.03,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,611856424064,25/07/1967,0307570513,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Tim mạch,8.57,Hồng Trần,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,129109887082,04/05/1947,0748198686,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Tiểu đường,10.63,Hà Hoàng,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Huy Đức Bùi,754224541748,31/07/2001,0913084443,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Khỏe mạnh,6.16,Khoa Vũ,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Lâm Lê,789795521724,21/05/1976,0866603612,rdang@example.net,"736 Mai Tổ
Quận JohnHuyện, 844037",Huyết áp cao,8.65,Bảo Văn Lê,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Mai Nguyễn,976514014675,13/08/1997,0501812669,dangjohn@example.com,"6 John Làng
JaneXã, 567773",Tiểu đường,6.37,Quý cô Khoa Mai,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Vũ Vũ,876444596668,25/03/1939,0794969683,knguyen@example.net,"334 Mai Đường
Thị xã JohnPhường, 281614",Tim mạch,5.21,Mai Vũ,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Huy Bùi,146353263582,14/12/1982,0958767587,nvu@example.com,"1 Jane Khu
JohnThị xã, 166938",Huyết áp cao,9.72,Anh Tấn Vũ,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Trung Lê,924240629136,23/11/2005,0349730053,johnhoang@example.com,"0 Vũ Khu
JaneThị xã, 872519",Tim mạch,6.07,Duyên Hoàng,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Quý cô Xuân Đặng,973240258415,15/07/2004,0340391983,john82@example.com,"4 Jane Ngõ
Huyện JohnPhường, 422002",Tiểu đường,3.85,Thành Phú Vũ,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Ông Nhiên Hoàng,214485352321,09/03/1945,0829522050,gpham@example.org,"4 Nguyễn Hẻm
Quận JaneThị xã, 697062",Tiểu đường,10.03,Anh Dũng Lê,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Bà Hải Nguyễn,010882589203,19/02/1936,0839504953,nvu@example.org,"12 Bùi Số
JaneThị xã, 104895",Huyết áp cao,7.71,Vân Phạm,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Minh Hoàng Nguyễn,482255973503,20/01/1936,0785699727,johndang@example.com,"9 Lê Ngõ
Huyện JaneThị xã, 863187",Khỏe mạnh,4.33,Huy Trí Đặng,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Quý cô An Phạm,348143884080,09/01/1966,0393351055,johnnguyen@example.net,"06 Mai Đường
Thành phố JohnThành phố, 823255",Tim mạch,11.68,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,384932433099,22/06/1976,0398059488,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Khỏe mạnh,5.55,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,110667063486,05/10/1963,0763524506,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Huyết áp cao,8.54,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,094750436977,21/06/1993,0818121061,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Tiểu đường,4.82,Nhật Đức Bùi,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Cô Bảo Nguyễn,588321423120,09/03/1957,0332451546,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Tim mạch,9.69,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,579012985151,15/06/1948,0742061276,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Khỏe mạnh,6.6,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,704265580560,22/12/1997,0377063943,choang@example.org,"17 John Số
JohnXã, 675771",Huyết áp cao,4.72,Ánh Trần,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Minh Mai,242445715041,24/08/1963,0508704897,xdang@example.org,"89 Đặng Dãy
Thành phố JohnThành phố, 457938",Tim mạch,9.24,Khoa Phú Trần,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Hà Đức Hoàng,153457160430,27/02/1962,0724946743,johnbui@example.org,"5 Jane Đường
Thị xã JanePhường, 717942",Tim mạch,3.56,Quý cô An Mai,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Anh Nhiên Lê,451882659209,18/12/1952,0311910730,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Huyết áp cao,7.09,Khoa Thế Mai,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Chị Mai Hoàng,048165088857,15/01/1975,0371846158,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Huyết áp cao,8.84,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,380558180439,25/05/1957,0706872668,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Tim mạch,11.6,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,656206323070,13/09/1969,0841978625,janepham@example.net,"8 John Khu
JohnPhường, 178086",Khỏe mạnh,4.02,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,481045418696,14/03/1970,0328869133,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Tim mạch,4.44,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,630564630010,20/07/1980,0757006200,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Tim mạch,5.12,Nam Mai,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Quý ông Hưng Vũ,033227721230,10/09/1961,0577008420,john12@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Tim mạch,7.71,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,628955135212,11/09/1970,0715849280,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Tim mạch,10.37,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,727529912868,07/10/1956,0336294779,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Tiểu đường,7.69,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,140793469667,05/03/1960,0529489093,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tiểu đường,6.9,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,000178310635,26/03/1956,0743295183,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Tiểu đường,8.79,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,702424144740,24/03/1962,0360070153,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Khỏe mạnh,9.36,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,615329795074,24/01/1958,0801628808,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Huyết áp cao,10.64,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,602839612275,07/08/1979,0557096809,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Khỏe mạnh,6.38,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,208052361526,06/12/1960,0360374741,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Tim mạch,9.28,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,111629617601,25/06/1955,0992565290,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Khỏe mạnh,10.48,Quý cô Duyên Lê,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Phúc Đặng,072063073306,18/03/1997,0312079138,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Huyết áp cao,11.79,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,474611884900,17/07/2006,0878339211,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Tiểu đường,5.31,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,862116000182,13/07/1951,0739512373,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Tiểu đường,4.92,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,726465575322,01/05/2001,0877477325,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Huyết áp cao,6.14,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,953927796946,28/06/1947,0333537317,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Tim mạch,4.22,Bà Mai Nguyễn,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Chị Dương Nguyễn,555678621675,14/06/1984,0859820657,johnle@example.org,"JanePhường
93 John Ngõ, 676289",Khỏe mạnh,7.69,Tùng Hoàng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Chị Chi Bùi,618094597772,16/02/1936,0342647277,john68@example.org,"18 Mai Khu
JaneXã, 607122",Huyết áp cao,7.11,Bà Vi Dương,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Chi Trần,106939648790,01/08/1970,0356476550,buijohn@example.net,"58 Jane Làng
JohnThị xã, 806423",Tiểu đường,10.04,Vũ Xuân Dương,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Phúc Phạm,242109851250,29/05/2003,0566490730,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tim mạch,4.84,Bác Trọng Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Châu Lê,181444305945,21/01/2005,0942284557,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Khỏe mạnh,9.58,Bác Nam Nguyễn,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Quang Đức Lê,069644049879,08/04/1971,0396832477,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Khỏe mạnh,9.7,Chị Hà Vũ,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Lâm Trí Lê,043642812558,13/11/1999,0872350658,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Tim mạch,6.38,Nhật Đặng,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Quang Nguyễn,358987248343,14/07/1991,0703426744,dangjohn@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Tim mạch,7.44,Chị Hải Đặng,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Hà Lê,820877259147,05/04/1982,0740697589,janedang@example.net,"6 Dương Tổ
JaneQuận, 292818",Huyết áp cao,11.66,Lan Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Lâm Lê,811147541309,13/07/1989,0387231118,tranjohn@example.com,"81 Jane Hẻm
Thị xã JaneQuận, 359414",Khỏe mạnh,7.0,Bảo Lê,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Dương Đặng,762376182710,02/10/1979,0931107690,iduong@example.com,"8 Jane Số
JaneThị xã, 665883",Khỏe mạnh,4.76,Cô Chi Vũ,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Ngọc Mai,673776075583,16/01/1954,0305007105,jane78@example.org,"40 Vũ Làng
Huyện JohnThị xã, 687783",Huyết áp cao,11.74,Kim Hải Lê,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Lâm Đức Trần,006730231008,16/12/1992,0514771057,janevu@example.net,"31 John Khu
Thị xã JaneHuyện, 834498",Khỏe mạnh,6.03,Anh Dũng Nguyễn,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Cô Hạnh Vũ,199990044337,05/07/1952,0939009279,onguyen@example.org,"564 Đặng Dãy
Huyện JohnQuận, 158760",Khỏe mạnh,3.61,Thành Trần,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Thành Nguyễn,256061257014,03/02/1952,0541140072,janeduong@example.org,"718 Jane Số
JaneQuận, 759726",Tim mạch,5.96,Yến Mai,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Trung Đặng,469115073585,01/08/1942,0319308853,johnpham@example.net,"491 Phạm Đường
Thị xã JohnHuyện, 908239",Tiểu đường,4.28,Lâm Lê,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Ngọc Đặng,361918608482,10/06/1956,0989967361,lejane@example.org,"30 Đặng Hẻm
JohnThị xã, 840951",Khỏe mạnh,6.41,Bác Tùng Dương,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Bảo Đức Hoàng,579553319313,25/04/1957,0922175925,maijohn@example.com,"5 Nguyễn Số
Thành phố JaneXã, 350385",Khỏe mạnh,10.57,Vũ Hữu Phạm,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Bà Thành Bùi,549774109092,27/04/1979,0595556014,tranjohn@example.org,"031 Phạm Ngõ
Thị xã JaneXã, 754280",Khỏe mạnh,9.8,Hưng Đặng,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Quý cô Xuân Trần,314458921725,13/03/1999,0992541376,dangjane@example.com,"4 John Khu
Quận JohnThành phố, 860397",Tim mạch,4.39,Quý cô Mai Phạm,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Quý cô Nhật Trần,617105439752,18/03/1984,0780204204,gbui@example.org,"5 Jane Tổ
JaneHuyện, 532373",Tim mạch,3.66,Nhật Tấn Hoàng,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Quang Dương,054737972364,25/05/1996,0590941845,unguyen@example.org,"Quận JaneThành phố
350 Mai Hẻm, 198867",Tiểu đường,4.49,Chi Đặng,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Chị Thảo Vũ,755209955275,01/01/1948,0852530101,nhoang@example.net,"27 Jane Đường
JohnThành phố, 908348",Tim mạch,7.11,Quang Bảo Bùi,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Dương Bùi,125166208399,10/11/1942,0803712299,john58@example.net,"067 John Số
JaneQuận, 238610",Khỏe mạnh,11.96,Vũ Mai Bảo Hoàng,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Kim Mai,134328913904,17/08/1994,0888628866,johnduong@example.net,"9 John Làng
Huyện JaneHuyện, 817999",Tim mạch,9.92,Hà Bùi,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Trọng Văn Vũ,006531417921,12/07/1958,0371023276,jane92@example.com,"521 John Làng
Huyện JohnHuyện, 827497",Tim mạch,3.79,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,054727811634,11/09/1970,0947153005,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Tiểu đường,10.23,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,603011016619,02/02/1938,0724950598,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Tim mạch,4.12,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,086121442302,18/09/2003,0738992289,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Huyết áp cao,8.38,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,928017981038,25/11/1953,0520547766,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Huyết áp cao,8.14,Bác Hoàng Phạm,21/01/2026
